,age,job,marital,education,default,housing,loan,contact,month,day_of_week,y,cluster
6849,29,3,0,4,0,0,0,1,0,2,0,1
6850,27,4,0,4,0,0,0,1,0,2,0,1
6851,35,4,0,4,0,2,0,1,0,2,0,1
6852,40,3,0,1,0,0,0,1,0,2,0,1
6853,33,3,2,3,0,2,0,1,0,2,0,1
6854,41,8,1,6,0,2,2,1,0,2,0,1
6855,39,2,0,6,0,1,1,1,0,2,0,1
6856,43,2,1,1,0,0,2,1,0,2,0,1
6857,31,2,1,6,0,0,0,1,0,2,0,1
6858,35,3,0,1,0,0,0,1,0,2,0,1
6859,40,4,0,4,0,0,2,1,0,2,0,1
6860,59,5,0,4,0,0,0,1,0,2,1,1
6861,27,2,1,6,0,0,0,1,0,2,0,1
6862,47,2,0,1,0,2,0,1,0,2,0,1
6863,45,6,0,6,0,0,0,1,0,2,0,1
6864,51,3,0,3,1,0,2,1,0,2,0,0
6865,60,5,2,1,1,2,0,1,0,2,0,0
6866,45,2,0,2,1,2,0,1,0,2,0,0
6867,52,10,0,3,1,0,0,1,0,2,0,0
6868,27,2,0,6,0,0,0,1,0,2,0,1
6869,44,4,1,4,0,2,0,1,0,2,0,1
6870,40,3,0,3,0,2,0,1,0,2,0,1
6871,32,7,1,1,0,0,0,1,0,2,0,1
6872,24,3,1,3,1,0,0,1,0,2,0,0
6873,46,2,1,1,1,2,0,1,0,2,0,0
6874,34,2,1,1,0,0,0,1,0,2,0,1
6875,44,1,0,1,0,2,2,1,0,2,0,1
6876,29,3,0,0,1,2,2,1,0,2,0,0
6877,31,1,0,1,0,0,0,1,0,2,0,1
6878,38,9,2,1,1,2,0,1,0,2,0,0
6879,26,2,1,1,0,0,0,1,0,2,0,1
6880,40,2,0,3,0,0,2,1,0,2,0,1
6881,47,3,2,3,1,2,0,1,0,2,0,0
6882,43,7,0,1,0,2,0,1,0,2,0,1
6883,34,3,0,2,0,0,0,1,0,2,0,1
6884,25,3,1,2,1,0,2,1,0,2,0,0
6885,36,4,0,6,0,0,0,1,0,2,0,1
6886,34,3,0,3,0,2,2,1,0,2,0,1
6887,29,2,0,2,0,0,2,1,0,2,0,1
6888,33,4,0,6,1,0,2,1,0,2,0,0
6889,22,3,1,3,0,2,0,1,0,3,0,1
6890,48,10,2,0,0,0,0,1,0,3,0,1
6891,29,2,1,3,1,0,0,1,0,3,0,0
6892,46,5,0,6,0,0,0,1,0,3,0,1
6893,34,3,0,3,0,0,2,1,0,3,0,1
6894,56,6,0,6,0,0,0,1,0,3,0,1
6895,39,3,0,0,1,0,0,1,0,3,0,0
6896,36,3,1,3,0,0,0,1,0,3,0,1
6897,56,6,2,6,0,2,0,1,0,3,0,1
6898,36,3,0,3,0,0,0,1,0,3,0,1
6899,36,2,1,1,0,2,0,1,0,3,0,1
6900,52,5,0,0,0,2,0,1,0,3,0,1
6901,39,2,0,6,0,2,0,1,0,3,1,1
6902,35,11,1,6,1,0,0,1,0,3,0,0
6903,54,1,1,1,1,0,0,1,0,3,0,0
6904,59,2,0,6,0,0,2,1,0,3,0,1
6905,33,2,0,4,0,2,2,1,0,3,0,1
6906,42,2,1,3,1,0,0,1,0,3,0,0
6907,54,6,0,6,0,2,0,1,0,3,0,1
6908,52,8,1,0,1,2,0,1,0,3,0,0
6909,35,1,0,1,1,0,0,1,0,3,0,0
6910,55,2,0,3,1,0,2,1,0,3,0,0
6911,35,0,0,0,1,0,2,1,0,3,0,0
6912,47,3,1,3,0,2,0,1,0,3,0,1
6913,26,3,0,3,1,2,0,1,0,3,0,0
6914,36,3,1,2,1,2,0,1,0,3,0,0
6915,40,4,0,3,0,2,0,1,0,3,0,1
6916,34,11,1,0,1,0,0,1,0,3,0,0
6917,40,2,1,5,1,2,0,1,0,3,0,0
6918,42,3,0,2,1,0,0,1,0,3,0,0
6919,51,4,0,5,0,2,0,1,0,3,0,1
6920,39,3,0,2,0,0,0,1,0,3,0,1
6921,58,3,0,0,0,2,0,1,0,3,0,1
6922,37,1,0,1,1,0,2,1,0,3,0,0
6923,33,1,0,2,0,2,0,1,0,3,0,1
6924,30,8,1,6,0,2,0,1,0,3,0,1
6925,30,2,1,1,0,0,0,1,0,3,0,1
6926,31,3,0,3,1,2,0,1,0,3,0,0
6927,47,8,0,6,0,2,0,1,0,3,0,1
6928,45,3,0,7,1,0,0,1,0,3,0,0
6929,46,2,0,4,0,2,0,1,0,3,0,1
6930,45,3,0,3,0,0,0,1,0,3,0,1
6931,35,2,0,1,0,2,0,1,0,3,0,1
6932,33,2,0,1,0,2,0,1,0,3,0,1
6933,43,7,0,1,0,2,0,1,0,3,0,1
6934,56,2,2,5,1,2,0,1,0,3,0,0
6935,26,4,1,4,0,0,0,1,0,3,0,1
6936,29,3,1,4,0,2,0,1,0,3,0,1
6937,40,4,0,3,1,2,0,1,0,3,1,0
6938,41,3,0,2,0,2,0,1,0,3,0,1
6939,35,2,0,6,0,2,0,1,0,3,0,1
6940,33,3,0,3,1,0,0,1,0,3,0,0
6941,53,10,2,5,0,0,0,1,0,3,0,1
6942,34,1,0,1,0,0,0,1,0,3,0,1
6943,47,3,0,5,1,0,0,1,0,3,0,0
6944,40,4,0,3,0,2,0,1,0,3,0,1
6945,52,3,1,3,1,2,0,1,0,3,0,0
6946,29,2,0,6,0,2,0,1,0,3,0,1
6947,42,4,1,1,0,0,0,1,0,3,0,1
6948,37,2,0,1,1,2,0,1,0,3,0,0
6949,39,3,0,0,1,0,0,1,0,3,0,0
6950,31,3,1,1,0,1,1,1,0,3,0,1
6951,28,10,0,3,1,0,0,1,0,3,0,0
6952,35,1,0,1,0,0,0,1,0,3,0,1
6953,37,4,0,4,0,0,2,1,0,3,0,1
6954,34,8,0,4,0,0,0,1,0,3,0,1
6955,37,3,0,3,0,0,0,1,0,3,0,1
6956,42,3,2,3,0,0,0,1,0,3,0,1
6957,42,2,0,0,0,0,0,1,0,3,0,1
6958,58,4,0,4,0,2,0,1,0,3,0,1
6959,28,10,0,3,1,2,0,1,0,3,1,0
6960,38,1,1,3,0,2,0,1,0,3,0,1
6961,38,2,0,6,0,2,0,1,0,3,0,1
6962,34,6,1,3,0,2,0,1,0,3,0,1
6963,45,2,0,3,0,2,2,1,0,3,0,1
6964,53,2,0,6,0,2,0,1,0,3,0,1
6965,50,8,0,0,1,0,0,1,0,3,0,0
6966,30,3,1,3,1,2,0,1,0,3,0,0
6967,38,4,2,4,0,2,0,1,0,3,1,1
6968,36,4,0,4,0,2,0,1,0,3,0,1
6969,46,3,0,0,1,2,0,1,0,3,0,0
6970,42,2,2,1,0,2,0,1,0,3,0,1
6971,32,6,0,6,0,2,0,1,0,3,0,1
6972,38,4,0,3,0,0,0,1,0,3,0,1
6973,51,4,0,4,1,0,0,1,0,3,0,0
6974,45,1,2,1,1,2,0,1,0,3,0,0
6975,44,3,1,3,0,0,0,1,0,3,0,1
6976,48,4,0,1,0,0,0,1,0,3,0,1
6977,46,2,2,3,0,2,0,1,0,3,0,1
6978,43,7,0,6,1,0,0,1,0,3,0,0
6979,49,3,0,0,1,2,0,1,0,3,0,0
6980,44,2,0,6,0,2,0,1,0,3,0,1
6981,56,5,2,0,1,2,0,1,0,3,0,0
6982,34,1,0,1,0,0,0,1,0,3,1,1
6983,59,10,0,6,1,0,0,1,0,3,0,0
6984,53,7,0,5,1,0,0,1,0,3,0,0
6985,33,1,0,6,0,1,1,1,0,3,0,1
6986,57,3,0,0,1,0,0,1,0,3,0,0
6987,40,4,0,3,0,2,0,1,0,3,0,1
6988,43,10,0,0,0,2,0,1,0,3,0,1
6989,45,9,0,5,0,0,0,1,0,3,0,1
6990,41,2,0,1,0,2,0,1,0,3,0,1
6991,25,11,1,1,0,1,1,1,0,3,0,1
6992,33,6,1,6,0,1,1,1,0,3,0,1
6993,56,3,0,0,1,1,1,1,0,3,0,0
6994,37,2,0,1,0,0,2,1,0,3,0,1
6995,48,2,2,1,0,0,0,1,0,3,0,1
6996,32,1,0,4,0,0,0,1,0,3,0,1
6997,47,2,1,6,1,2,2,1,0,3,0,0
6998,45,3,0,3,0,2,0,1,0,3,0,1
6999,43,6,1,0,0,2,0,1,0,3,0,1
7000,32,4,0,4,0,0,0,1,0,3,0,1
7001,48,3,0,2,0,2,0,1,0,3,0,1
7002,46,3,0,3,1,0,0,1,0,3,0,0
7003,50,1,0,1,0,0,0,1,0,3,0,1
7004,41,2,0,1,0,0,0,1,0,3,0,1
7005,42,2,1,5,0,0,0,1,0,3,0,1
7006,42,4,0,6,1,0,0,1,0,3,0,0
7007,31,2,0,6,0,2,0,1,0,3,0,1
7008,40,4,0,4,1,2,0,1,0,3,0,0
7009,37,7,0,4,1,0,0,1,0,3,1,0
7010,37,4,1,4,0,0,0,1,0,3,0,1
7011,45,9,0,5,1,2,0,1,0,3,0,0
7012,32,6,1,6,0,1,1,1,0,3,0,1
7013,41,10,0,6,1,2,0,1,0,3,0,0
7014,57,4,0,0,1,0,0,1,0,3,0,0
7015,33,6,0,6,0,2,0,1,0,3,0,1
7016,36,2,0,6,0,2,0,1,0,3,0,1
7017,39,4,0,4,0,0,0,1,0,3,0,1
7018,40,8,0,1,1,2,0,1,0,3,0,0
7019,31,2,0,6,0,2,0,1,0,3,0,1
7020,34,6,0,6,0,0,0,1,0,3,0,1
7021,42,6,0,6,1,0,0,1,0,3,0,0
7022,59,5,2,0,1,2,0,1,0,3,0,0
7023,52,2,0,2,0,2,0,1,0,3,0,1
7024,30,1,2,3,0,2,0,1,0,3,0,1
7025,52,4,1,4,1,0,0,1,0,3,0,0
7026,30,1,2,3,0,0,0,1,0,3,0,1
7027,38,1,0,1,1,0,2,1,0,3,0,0
7028,44,3,1,0,0,2,0,1,0,3,0,1
7029,47,2,0,3,0,2,0,1,0,3,0,1
7030,38,3,0,2,1,2,0,1,0,3,0,0
7031,41,3,0,0,0,0,0,1,0,3,0,1
7032,48,10,0,6,0,2,0,1,0,3,0,1
7033,31,2,1,1,0,2,0,1,0,3,0,1
7034,38,8,0,5,0,2,0,1,0,3,0,1
7035,52,1,2,1,0,2,0,1,0,3,0,1
7036,43,3,0,0,0,2,0,1,0,3,0,1
7037,46,4,0,4,0,0,0,1,0,3,0,1
7038,34,7,1,6,0,2,2,1,0,3,0,1
7039,35,1,0,2,0,2,0,1,0,3,0,1
7040,29,10,2,3,0,2,0,1,0,3,0,1
7041,55,2,2,6,0,0,0,1,0,3,0,1
7042,24,11,0,6,0,0,0,1,0,3,0,1
7043,29,1,1,1,0,0,0,1,0,3,0,1
7044,39,10,1,2,0,2,0,1,0,3,0,1
7045,30,4,0,1,0,2,0,1,0,3,0,1
7046,30,4,1,4,0,2,0,1,0,3,0,1
7047,33,3,0,3,0,0,0,1,0,3,0,1
7048,38,1,0,1,0,0,2,1,0,3,0,1
7049,41,3,0,3,0,0,0,1,0,3,0,1
7050,41,3,0,0,1,0,0,1,0,3,0,0
7051,40,6,1,6,0,0,0,1,0,3,0,1
7052,38,1,0,1,0,2,0,1,0,3,0,1
7053,28,4,2,4,1,2,0,1,0,3,0,0
7054,33,8,1,6,0,0,0,1,0,3,0,1
7055,31,2,2,1,0,0,0,1,0,3,1,1
7056,41,1,0,6,0,0,0,1,0,3,0,1
7057,47,3,0,0,1,0,0,1,0,3,0,0
7058,38,4,0,4,0,2,0,1,0,3,0,1
7059,57,1,0,1,1,2,0,1,0,3,0,0
7060,56,2,2,3,1,2,0,1,0,3,0,0
7061,28,4,2,1,0,2,0,1,0,3,0,1
7062,28,3,0,3,1,0,0,1,0,3,0,0
7063,51,8,0,3,0,2,0,1,0,3,0,1
7064,41,6,0,5,0,2,0,1,0,3,0,1
7065,36,3,0,5,1,0,0,1,0,3,0,0
7066,41,1,0,6,0,2,2,1,0,3,0,1
7067,56,2,0,1,0,0,0,1,0,3,0,1
7068,41,3,0,3,1,0,0,1,0,3,0,0
7069,26,2,0,1,0,2,0,1,0,3,0,1
7070,44,1,2,1,0,0,0,1,0,3,0,1
7071,42,1,0,2,0,2,0,1,0,3,0,1
7072,35,4,1,6,0,0,0,1,0,3,0,1
7073,28,8,1,6,0,2,0,1,0,3,0,1
7074,30,4,1,6,0,0,0,1,0,3,0,1
7075,45,4,2,4,0,0,0,1,0,3,0,1
7076,47,2,1,5,1,0,0,1,0,3,0,0
7077,33,6,0,1,1,2,0,1,0,3,0,0
7078,36,1,0,1,1,2,0,1,0,3,0,0
7079,41,3,0,3,0,0,0,1,0,3,0,1
7080,47,2,0,0,0,0,0,1,0,3,0,1
7081,36,3,1,1,0,0,0,1,0,3,0,1
7082,52,1,0,3,1,0,0,1,0,3,0,0
7083,28,3,0,0,0,0,0,1,0,3,0,1
7084,26,8,0,6,0,0,0,1,0,3,0,1
7085,36,1,0,1,0,0,0,1,0,3,0,1
7086,38,6,0,1,1,0,0,1,0,3,0,0
7087,36,2,0,1,0,0,0,1,0,3,0,1
7088,39,3,0,1,1,2,0,1,0,3,0,0
7089,35,3,0,3,1,2,0,1,0,3,0,0
7090,37,7,0,6,1,0,0,1,0,3,0,0
7091,38,2,0,1,0,2,0,1,0,3,0,1
7092,45,4,0,4,0,0,0,1,0,3,0,1
7093,33,7,2,3,0,2,0,1,0,3,0,1
7094,34,6,0,6,0,0,0,1,0,3,0,1
7095,31,3,0,3,0,0,0,1,0,3,1,1
7096,46,3,0,0,1,1,1,1,0,3,0,0
7097,58,3,0,0,1,2,0,1,0,3,0,0
7098,40,1,0,1,1,0,0,1,0,3,0,0
7099,46,8,2,6,0,2,2,1,0,3,0,1
7100,39,2,1,6,0,0,2,1,0,3,0,1
7101,40,4,0,0,0,2,0,1,0,3,0,1
7102,34,1,2,4,1,2,0,1,0,3,0,0
7103,36,7,2,4,0,2,0,1,0,3,0,1
7104,30,2,0,6,0,0,0,1,0,3,0,1
7105,50,1,2,0,1,2,2,1,0,3,0,0
7106,42,2,0,6,0,0,0,1,0,3,0,1
7107,45,3,0,2,1,2,0,1,0,3,0,0
7108,59,10,0,3,0,0,0,1,0,3,0,1
7109,59,3,0,3,1,2,0,1,0,3,0,0
7110,51,2,0,1,0,2,0,1,0,3,0,1
7111,49,4,0,4,0,0,0,1,0,3,0,1
7112,44,3,0,3,0,2,0,1,0,3,0,1
7113,30,3,1,0,1,2,2,1,0,3,0,0
7114,39,1,0,1,0,0,0,1,0,3,0,1
7115,35,4,1,2,0,1,1,1,0,3,0,1
7116,35,4,0,6,1,0,0,1,0,3,0,0
7117,59,2,0,6,0,2,2,1,0,3,0,1
7118,59,10,0,6,1,0,0,1,0,3,0,0
7119,43,3,0,3,0,0,0,1,0,3,0,1
7120,29,1,1,1,0,0,0,1,0,3,0,1
7121,56,3,0,0,0,2,0,1,0,3,0,1
7122,41,0,0,6,0,0,0,1,0,3,0,1
7123,47,1,2,1,0,2,0,1,0,3,0,1
7124,49,1,0,1,1,2,0,1,0,3,0,0
7125,43,2,0,3,0,0,0,1,0,3,0,1
7126,34,1,0,1,1,0,0,1,0,3,0,0
7127,31,0,0,1,0,0,0,1,0,3,0,1
7128,60,2,1,1,0,2,0,1,0,3,0,1
7129,29,8,0,6,0,0,0,1,0,3,0,1
7130,34,6,0,4,1,0,0,1,0,3,0,0
7131,54,5,0,3,0,2,0,1,0,3,0,1
7132,31,2,0,3,0,0,0,1,0,3,0,1
7133,45,3,0,3,1,0,0,1,0,3,0,0
7134,51,1,1,1,1,2,0,1,0,3,0,0
7135,40,2,1,1,0,2,0,1,0,3,1,1
7136,38,3,2,5,0,0,0,1,0,3,0,1
7137,37,2,0,6,0,2,0,1,0,3,1,1
7138,37,4,1,1,1,2,0,1,0,3,0,0
7139,36,2,0,6,0,0,2,1,0,3,0,1
7140,35,10,0,6,1,2,2,1,0,3,0,0
7141,54,1,0,5,0,0,0,1,0,3,0,1
7142,34,1,2,3,0,2,2,1,0,3,0,1
7143,49,3,0,5,1,0,0,1,0,3,0,0
7144,42,8,0,2,0,2,2,1,0,3,0,1
7145,32,9,3,6,0,2,2,1,0,3,0,1
7146,55,4,0,4,0,2,0,1,0,3,0,1
7147,40,4,1,6,1,0,2,1,0,3,0,0
7148,50,10,0,3,0,0,0,1,0,3,0,1
7149,31,3,0,3,1,0,0,1,0,3,0,0
7150,50,4,2,3,0,0,2,1,0,3,0,1
7151,51,6,0,6,0,2,0,1,0,3,0,1
7152,46,6,0,6,1,2,0,1,0,3,0,0
7153,44,3,0,0,0,2,0,1,0,3,0,1
7154,57,6,2,6,0,2,0,1,0,3,0,1
7155,30,3,0,6,0,0,0,1,0,3,0,1
7156,54,4,0,6,1,0,0,1,0,3,0,0
7157,54,5,2,0,0,2,0,1,0,3,0,1
7158,24,1,1,1,0,2,0,1,0,3,0,1
7159,45,8,2,6,0,2,0,1,0,3,0,1
7160,49,0,0,4,0,0,0,1,0,3,0,1
7161,39,3,2,5,1,0,2,1,0,3,0,0
7162,36,2,1,6,0,0,0,1,0,3,1,1
7163,31,2,0,1,1,2,0,1,0,3,0,0
7164,36,6,0,6,1,2,0,1,0,3,0,0
7165,51,1,0,2,0,2,0,1,0,3,0,1
7166,48,0,2,0,1,2,2,1,0,3,0,0
7167,51,3,0,2,1,2,2,1,0,3,0,0
7168,41,4,0,4,1,2,0,1,0,3,0,0
7169,37,3,1,4,0,2,0,1,0,3,0,1
7170,46,3,0,0,1,2,0,1,0,3,0,0
7171,54,5,0,0,0,0,0,1,0,3,0,1
7172,49,2,1,5,1,2,0,1,0,3,0,0
7173,41,3,0,3,1,1,1,1,0,3,0,0
7174,52,8,1,6,1,2,0,1,0,3,0,0
7175,30,4,0,6,1,2,0,1,0,3,0,0
7176,30,3,0,3,0,2,0,1,0,3,0,1
7177,42,2,0,1,0,0,0,1,0,3,0,1
7178,37,4,1,6,0,2,0,1,0,3,0,1
7179,35,9,0,3,0,0,0,1,0,3,0,1
7180,34,3,0,3,0,2,0,1,0,3,0,1
7181,49,6,0,0,0,2,0,1,0,3,0,1
7182,53,8,0,0,0,0,0,1,0,3,0,1
7183,30,2,1,6,0,2,0,1,0,3,0,1
7184,41,2,1,6,1,2,0,1,0,3,0,0
7185,35,3,0,0,0,0,0,1,0,3,0,1
7186,55,0,1,3,0,0,0,1,0,3,0,1
7187,27,3,0,0,0,2,0,1,0,3,0,1
7188,30,2,1,6,0,2,0,1,0,3,0,1
7189,33,3,1,0,0,0,0,1,0,3,0,1
7190,33,2,0,1,0,2,0,1,0,3,0,1
7191,49,2,0,2,1,0,2,1,0,3,0,0
7192,39,1,0,0,0,0,0,1,0,3,0,1
7193,25,2,0,6,0,2,0,1,0,3,0,1
7194,35,8,0,6,0,0,2,1,0,3,0,1
7195,37,7,0,4,0,0,0,1,0,3,0,1
7196,34,4,0,4,0,0,0,1,0,3,0,1
7197,32,3,0,3,1,0,0,1,0,3,0,0
7198,38,1,1,1,0,2,0,1,0,3,0,1
7199,37,8,1,6,1,2,0,1,0,3,0,0
7200,31,1,1,1,1,2,0,1,0,3,0,0
7201,45,2,0,3,0,2,0,1,0,3,0,1
7202,35,4,1,6,1,2,0,1,0,3,0,0
7203,31,3,0,3,0,2,0,1,0,3,0,1
7204,41,3,0,2,0,0,0,1,0,3,0,1
7205,29,8,0,6,0,0,0,1,0,3,0,1
7206,35,3,1,5,0,0,0,1,0,3,0,1
7207,50,3,0,0,1,2,0,1,0,3,0,0
7208,56,4,0,4,1,2,0,1,0,3,0,0
7209,50,2,0,3,0,0,0,1,0,3,0,1
7210,25,8,1,6,0,0,0,1,0,3,0,1
7211,29,1,1,1,0,2,0,1,0,3,0,1
7212,37,3,2,3,1,2,0,1,0,3,0,0
7213,33,8,1,6,0,2,0,1,0,3,0,1
7214,41,4,1,4,0,2,0,1,0,3,0,1
7215,44,3,2,2,1,2,0,1,0,3,0,0
7216,34,11,1,0,1,2,0,1,0,3,0,0
7217,38,2,1,3,0,0,2,1,0,3,0,1
7218,37,1,0,1,0,2,0,1,0,3,0,1
7219,35,3,0,0,1,0,0,1,0,3,0,0
7220,52,7,0,1,1,0,0,1,0,3,0,0
7221,40,4,0,1,0,0,0,1,0,3,0,1
7222,43,4,0,6,1,0,0,1,0,3,0,0
7223,25,1,1,1,0,0,0,1,0,3,0,1
7224,53,1,0,1,1,0,0,1,0,3,0,0
7225,36,3,0,3,1,2,0,1,0,3,0,0
7226,59,2,0,1,0,2,0,1,0,3,0,1
7227,46,10,0,4,1,2,0,1,0,3,0,0
7228,57,8,1,1,1,0,0,1,0,3,0,0
7229,45,4,0,6,0,2,0,1,0,3,0,1
7230,36,6,0,6,0,2,0,1,0,3,0,1
7231,37,2,0,6,0,2,0,1,0,3,0,1
7232,31,4,0,4,0,0,0,1,0,3,0,1
7233,46,2,0,5,1,2,0,1,0,3,0,0
7234,28,4,0,1,0,2,0,1,0,3,0,1
7235,52,3,0,0,0,2,0,1,0,3,0,1
7236,59,3,0,3,1,0,0,1,0,3,0,0
7237,59,2,0,6,0,2,2,1,0,3,0,1
7238,38,3,0,0,1,0,0,1,0,3,0,0
7239,25,1,1,5,0,2,2,1,0,3,0,1
7240,36,3,0,3,0,2,0,1,0,3,0,1
7241,58,0,0,0,1,0,0,1,0,3,0,0
7242,35,2,0,1,0,2,0,1,0,3,0,1
7243,32,3,1,6,0,2,0,1,0,3,0,1
7244,27,11,1,1,1,2,0,1,0,3,0,0
7245,34,4,0,6,0,0,0,1,0,3,0,1
7246,50,3,0,0,1,0,0,1,0,3,0,0
7247,32,2,2,6,0,2,0,1,0,3,0,1
7248,37,2,1,6,0,2,0,1,0,3,1,1
7249,53,6,0,6,1,1,1,1,0,3,0,0
7250,33,2,0,6,0,2,0,1,0,3,0,1
7251,46,3,0,2,0,2,0,1,0,3,0,1
7252,40,3,0,0,1,0,0,1,0,3,0,0
7253,51,7,0,0,1,2,0,1,0,3,0,0
7254,39,3,0,2,1,0,0,1,0,3,0,0
7255,42,3,0,0,0,2,0,1,0,3,0,1
7256,52,3,0,0,1,0,0,1,0,3,0,0
7257,37,4,0,6,0,2,0,1,0,3,0,1
7258,36,2,0,6,0,2,2,1,0,3,0,1
7259,35,3,0,3,1,0,0,1,0,3,0,0
7260,41,3,0,0,1,2,0,1,0,3,0,0
7261,33,1,1,1,0,0,0,1,0,3,0,1
7262,29,2,0,6,0,0,0,1,0,3,0,1
7263,46,3,0,0,1,2,0,1,0,3,0,0
7264,30,3,0,3,0,2,0,1,0,3,0,1
7265,55,5,0,6,1,2,0,1,0,3,0,0
7266,42,2,1,6,1,2,0,1,0,3,1,0
7267,48,1,0,1,0,2,0,1,0,3,0,1
7268,32,1,0,1,1,2,2,1,0,3,0,0
7269,56,6,2,3,1,2,0,1,0,3,0,0
7270,48,4,0,4,1,0,0,1,0,3,0,0
7271,40,4,0,3,1,0,2,1,0,3,0,0
7272,38,4,1,6,0,2,2,1,0,3,0,1
7273,38,3,1,2,0,0,0,1,0,3,0,1
7274,41,3,0,4,0,0,0,1,0,3,0,1
7275,39,6,0,2,0,2,0,1,0,3,0,1
7276,45,2,0,3,1,0,2,1,0,3,0,0
7277,46,8,0,0,1,0,0,1,0,3,0,0
7278,54,3,0,6,0,0,2,1,0,3,0,1
7279,29,1,1,0,0,2,0,1,0,3,0,1
7280,51,3,0,3,0,0,0,1,0,3,0,1
7281,41,10,0,3,0,2,0,1,0,3,0,1
7282,54,3,1,0,0,0,0,1,0,3,0,1
7283,31,2,2,6,0,2,2,1,0,3,0,1
7284,54,2,0,6,1,0,2,1,0,3,0,0
7285,54,4,2,6,0,0,2,1,0,3,0,1
7286,36,2,2,1,0,2,0,1,0,3,0,1
7287,31,8,0,6,0,0,2,1,0,3,0,1
7288,30,4,1,6,1,2,0,1,0,3,1,0
7289,58,5,0,3,1,2,0,1,0,3,1,0
7290,55,2,0,1,0,0,2,1,0,3,0,1
7291,37,3,1,3,1,0,0,1,0,3,0,0
7292,55,4,0,6,0,2,0,1,0,3,0,1
7293,30,3,0,3,0,2,2,1,0,3,0,1
7294,39,3,0,0,0,2,2,1,0,3,0,1
7295,27,1,1,4,0,0,0,1,0,3,0,1
7296,34,3,0,2,0,0,0,1,0,3,0,1
7297,53,1,0,1,1,0,0,1,0,3,0,0
7298,52,5,0,3,1,0,0,1,0,3,0,0
7299,51,3,2,0,0,2,0,1,0,3,0,1
7300,49,4,0,3,0,2,0,1,0,3,0,1
7301,37,6,0,3,0,0,0,1,0,3,0,1
7302,53,5,0,0,0,0,0,1,0,3,0,1
7303,53,0,1,0,1,0,0,1,0,3,0,0
7304,59,6,0,0,1,2,0,1,0,3,0,0
7305,55,4,2,6,1,0,0,1,0,3,0,0
7306,34,3,0,3,0,0,0,1,0,3,0,1
7307,37,1,0,1,1,2,2,1,0,3,0,0
7308,45,9,0,5,0,0,2,1,0,3,0,1
7309,50,3,1,0,0,0,0,1,0,3,0,1
7310,35,1,0,1,0,0,0,1,0,3,0,1
7311,28,1,1,1,0,0,0,1,0,3,0,1
7312,36,10,0,6,0,2,0,1,0,3,0,1
7313,37,0,0,6,1,2,0,1,0,3,0,0
7314,35,1,1,1,0,2,2,1,0,3,0,1
7315,26,4,1,4,0,0,0,1,0,3,0,1
7316,32,1,0,1,0,2,0,1,0,3,0,1
7317,32,3,0,2,0,2,0,1,0,3,0,1
7318,59,2,1,6,0,2,2,1,0,3,0,1
7319,45,3,0,2,1,2,0,1,0,3,0,0
7320,30,1,1,1,0,2,0,1,0,3,0,1
7321,27,3,0,0,1,0,0,1,0,3,0,0
7322,48,2,2,1,0,2,0,1,0,3,0,1
7323,59,3,0,0,1,0,0,1,0,3,0,0
7324,35,3,0,3,1,0,0,1,0,4,0,0
7325,35,3,1,6,0,2,2,1,0,4,0,1
7326,37,3,0,0,0,0,0,1,0,4,0,1
7327,38,3,0,1,1,2,0,1,0,4,0,0
7328,39,3,0,3,0,0,2,1,0,4,0,1
7329,42,3,0,5,1,1,1,1,0,4,0,0
7330,57,4,0,6,0,0,0,1,0,4,0,1
7331,42,0,1,0,0,2,0,1,0,4,0,1
7332,25,3,1,1,0,2,0,1,0,4,0,1
7333,54,8,0,4,1,0,0,1,0,4,0,0
7334,46,6,0,3,0,0,0,1,0,4,0,1
7335,34,10,0,0,0,2,0,1,0,4,0,1
7336,44,3,0,1,0,2,0,1,0,4,0,1
7337,42,1,0,4,0,0,0,1,0,4,0,1
7338,42,1,0,4,0,2,0,1,0,4,0,1
7339,58,3,0,0,1,2,2,1,0,4,0,0
7340,41,3,0,3,1,0,0,1,0,4,0,0
7341,41,6,1,1,0,2,0,1,0,4,0,1
7342,48,3,0,2,0,0,0,1,0,4,0,1
7343,33,3,1,3,0,2,2,1,0,4,0,1
7344,58,1,0,0,0,0,0,1,0,4,0,1
7345,42,2,1,3,1,0,0,1,0,4,0,0
7346,52,8,0,6,0,0,0,1,0,4,0,1
7347,31,4,1,6,0,2,0,1,0,4,0,1
7348,39,2,1,6,1,0,0,1,0,4,0,0
7349,35,3,0,0,1,0,0,1,0,4,0,0
7350,28,1,0,1,0,2,0,1,0,4,0,1
7351,32,3,1,3,0,0,0,1,0,4,0,1
7352,37,4,1,6,0,0,0,1,0,4,0,1
7353,36,3,1,3,1,0,0,1,0,4,0,0
7354,51,3,0,2,0,2,0,1,0,4,0,1
7355,34,2,0,1,0,0,0,1,0,4,0,1
7356,40,2,0,1,0,2,2,1,0,4,0,1
7357,47,3,0,3,0,0,0,1,0,4,0,1
7358,43,2,0,6,0,2,0,1,0,4,0,1
7359,34,0,2,1,0,0,0,1,0,4,1,1
7360,30,2,0,6,0,2,0,1,0,4,0,1
7361,35,3,2,3,0,0,2,1,0,4,0,1
7362,45,4,0,4,1,0,0,1,0,4,0,0
7363,52,3,0,0,1,0,0,1,0,4,0,0
7364,26,2,1,1,0,2,0,1,0,4,0,1
7365,36,2,1,6,0,0,0,1,0,4,0,1
